"MOD_NAME","ITM_NAME","DSCR","MAPPING_NOTES","MAPPING_CODE","NEW_MOD_NAME","NEW_ITM_NAME"
"SLFREF","INFODT","Event Date","","Excluded","",""
"SLFREF","LAST_UPDATE","Date of most recent update to record","","Excluded","",""
"SLFREF","ORIG_ENTRY","Date of original data entry","","Excluded","",""
"SLFREF","PAG_NAME","Page Name","","Excluded","",""
"SLFREF","PATNO","Patient Number","","Excluded","",""
"SLFREF","QUERY","Any open/pending queries on this record","","Excluded","",""
"SLFREF","REC_ID","Record ID","","Excluded","",""
"SLFREF","SITE_APRV","Date site approved the data","","Excluded","",""
"SLFREF","SLFREFDT","Self Referral Date","","Excluded","",""
"SOCIOECO","F_STATUS","Data status: Verified, Secured or Locked","","Excluded","",""
"SOCIOECO","HANDED","Handedness","Moved to SCREEN","Replaced","SCREEN","HANDED"
"SOCIOECO","SITE_APRV","Date site approved the data","","Excluded","",""
"STAI","F_STATUS","Data status: Verified, Secured or Locked","","Excluded","",""
"STAI","SITE_APRV","Date site approved the data","","Excluded","",""
"SURGPD","F_STATUS","Data status: Verified, Secured or Locked","","Excluded","",""
"SURGPD","PDSLGPI","PD Surgery location - GPi","Replaced by PDSRGLOC=1","Replaced","SURGPD","PDSRGLOC"
"SURGPD","PDSLNA","PD Surgery location - Not Applicable","Replaced by PDSRGLOC=4","Replaced","SURGPD","PDSRGLOC"
"SURGPD","PDSLOTH","PD Surgery location - Other","Replaced by PDSRGLOC=3","Replaced","SURGPD","PDSRGLOC"
"SURGPD","PDSLSTN","PD Surgery location - STN","Replaced by PDSRGLOC=2","Replaced","SURGPD","PDSRGLOC"
"SURGPD","PDSLUNK","PD Surgery location - Unknown","Replaced by PDSRGLOC=5","Replaced","SURGPD","PDSRGLOC"
"SURGPD","PDSRGEST","Estimation of surgery date","","Excluded","",""
"SURGPD","PDSURG","Had surgery for Parkinson disease","","Excluded","",""
"SURGPD","SITE_APRV","Date site approved the data","","Excluded","",""
"TEL","ALIVE","Is subject still alive","","Excluded","",""
"TEL","DEATHDT","Date of Death","","Excluded","",""
"TEL","DEATHEST","Death Date Estimated?","","Excluded","",""
"TEL","F_STATUS","Data status: Verified, Secured or Locked","","Excluded","",""
"TEL","LVCLINDX","Clinical Diagnosis since last visit","","Excluded","",""
"TEL","SITE_APRV","Date site approved the data","","Excluded","",""
"TMT","F_STATUS","Data status: Verified, Secured or Locked","","Excluded","",""
"TMT","SITE_APRV","Date site approved the data","","Excluded","",""
"VISSTAT","F_STATUS","Data status: Verified, Secured or Locked","","Excluded","",""
"VISSTAT","SITE_APRV","Date site approved the data","","Excluded","",""
"VITAL","F_STATUS","Data status: Verified, Secured or Locked","","Excluded","",""
"VITAL","SITE_APRV","Date site approved the data","","Excluded","",""
"AVIMAG","SPRGRSLT ","","","Excluded","",""
"BBNKEU","BBCNSTDT","Date consented to brain bank","","Excluded","",""
"BBNKEU","BBRFXFDT","Date referral sent to applic Brain Bank","","Excluded","",""
"BBNKEU","BBRFXFR","Referral sent to applicable Brain Bank","","Excluded","",""
"BBNKEU","CNO","Center Number","","Excluded","",""
"BBNKEU","EVENT_ID","Event Name","","Excluded","",""
"BBNKEU","F_STATUS","Data status: Verified, Secured or Locked","","Excluded","",""
"BBNKEU","INFODT","Event Date","","Excluded","",""
"BBNKEU","LAST_UPDATE","Date of most recent update to record","","Excluded","",""
"BBNKEU","ORIG_ENTRY","Date of original data entry","","Excluded","",""
"BBNKEU","PAG_NAME","Page Name","","Excluded","",""
"BBNKEU","PATNO","Patient Number","","Excluded","",""
"BBNKEU","QUERY","Any open/pending queries on this record","","Excluded","",""
"BBNKEU","REC_ID","Record ID","","Excluded","",""
"BBNKEU","SITE_APRV","Date site approved the data","","Excluded","",""
"CLCKDRAW","F_STATUS","Data status: Verified, Secured or Locked","","Excluded","",""
"CLCKDRAW","SITE_APRV","Date site approved the data","","Excluded","",""
"CONMED","PD_MOTOR_MED","Medication affects PD Motor assessments 0=No; 1=Yes","","Excluded","",""
"DGBAE","AEACTDEV","Action taken with study device","","Excluded","",""
"DGBAE","AEACTDRT","Action - device returned","","Excluded","",""
"DGBAE","AEACTNON","Action/Treatment - None","","Excluded","",""
"DGBAE","AEACTOTR","Action - other treatment required","","Excluded","",""
"DGBAE","AEACTWDS","Action - perm wearable study discontinue","","Excluded","",""
"DGBAE","AEOUT8","AE Primary Outcome   v8","","Excluded","",""
"DGBAE","AERELDEV","Related to study device","","Excluded","",""
"DGBAE","AERELDV","Related to study device-alt version","","Excluded","",""
"DGBAE","AESEQ","AE#","","Excluded","",""
"DGBAE","AESEVER","Severity","","Excluded","",""
"DGBAE","AETERM","Adverse Event","","Excluded","",""
"DGBAE","CNO","Center Number","","Excluded","",""
"DGBAE","COMM","Comments","","Excluded","",""
"DGBAE","EVENT_ID","Event Name","","Excluded","",""
"DGBAE","F_STATUS","Data status: Verified, Secured or Locked","","Excluded","",""
"DGBAE","HLGTNAME","High Level Group Term","","Excluded","",""
"DGBAE","HLT_NAME","High Level Term","","Excluded","",""
"DGBAE","INFODT","Event Date","","Excluded","",""
"DGBAE","LAST_UPDATE","Date of most recent update to record","","Excluded","",""
"DGBAE","LLT_NAME","Low Level Term","","Excluded","",""
"DGBAE","ORIG_ENTRY","Date of original data entry","","Excluded","",""
"DGBAE","PAG_NAME","Page Name","","Excluded","",""
"DGBAE","PATNO","Patient Number","","Excluded","",""
"DGBAE","PT_CODE","Preferred Term Code","","Excluded","",""
"DGBAE","PT_NAME","Preferred Term Name","","Excluded","",""
"DGBAE","QUERY","Any open/pending queries on this record","","Excluded","",""
"DGBAE","REC_ID","Record ID","","Excluded","",""
"DGBAE","SAE","SAE","","Excluded","",""
"DGBAE","SITE_APRV","Date site approved the data","","Excluded","",""
"DGBAE","SOCABBR1","System Organ Class 1","","Excluded","",""
"DGBAE","STARTDT","Start Date","","Excluded","",""
"DGBAE","STARTEST","Start Date Estimation","","Excluded","",""
"DGBAE","STOPDT","Stop Date","","Excluded","",""
"DGBAE","STOPEST","Stop Date Estimation","","Excluded","",""
"DGBAE","VERBATIM","Verbatim Term","","Excluded","",""
"DGBAE","VMEDDRA","MedDRA Version","","Excluded","",""
"DIAGQUES","EVENT_ID","Event Name","Moved to PRIMDXPD","Replaced","PRIMDXPD","EVENT_ID"
"DIAGQUES","F_STATUS","Data status: Verified, Secured or Locked","","Excluded","",""
"DIAGQUES","INFODT","Event Date","","Excluded","",""
"DIAGQUES","LAST_UPDATE","Date of most recent update to record","Moved to PRIMDXPD","Replaced","PRIMDXPD","LAST_UPDATE"
"DIAGQUES","ORIG_ENTRY","Date of original data entry","Moved to PRIMDXPD","Replaced","PRIMDXPD","ORIG_ENTRY"
"DIAGQUES","OTHNEURO","Other neurological disorder(s) (specify)","Moved to PRIMDXPD","Replaced","PRIMDXPD","OTHNEURO"
"DIAGQUES","PAG_NAME","Page Name","Moved to PRIMDXPD","Replaced","PRIMDXPD","PAG_NAME"
"DIAGQUES","PATNO","Patient Number","Moved to PRIMDXPD","Replaced","PRIMDXPD","PATNO"
"DIAGQUES","PRIMDIAG","Most  likely primary diagnosis","Moved to PRIMDXPD","Replaced","PRIMDXPD","PRIMDIAG"
"DIAGQUES","PSLVL2","Confidence level-motor signs of PS","Replaced by PSGLVL in FEATPD","Replaced","FEATPD","PSGLVL"
"DIAGQUES","QUERY","Any open/pending queries on this record","","Excluded","",""
"DIAGQUES","REC_ID","Record ID","Moved to PRIMDXPD","Replaced","PRIMDXPD","REC_ID"
"DIAGQUES","SITE_APRV","Date site approved the data","","Excluded","",""
"EKG","F_STATUS","Data status: Verified, Secured or Locked","","Excluded","",""
"EKG","QUERY","Any open/pending queries on this record","","Excluded","",""
"EKG","SITE_APRV","Date site approved the data","","Excluded","",""
"FOUNDEU","CNO","Center Number","","Excluded","",""
"FOUNDEU","EVENT_ID","Event Name","","Excluded","",""
"FOUNDEU","FNDDCCNS","Consent to participate-FOUND data coll","","Excluded","",""
"FOUNDEU","FNDDCDT","Date data collection completed for FOUND","","Excluded","",""
"FOUNDEU","FOUNDDT","Date of consent for FOUND Study","","Excluded","",""
"FOUNDEU","F_STATUS","Data status: Verified, Secured or Locked","","Excluded","",""
"FOUNDEU","INFODT","Event Date","","Excluded","",""
"FOUNDEU","LAST_UPDATE","Date of most recent update to record","","Excluded","",""
"FOUNDEU","ORIG_ENTRY","Date of original data entry","","Excluded","",""
"FOUNDEU","PAG_NAME","Page Name","","Excluded","",""
"FOUNDEU","PATNO","Patient Number","","Excluded","",""
"FOUNDEU","QUERY","Any open/pending queries on this record","","Excluded","",""
"FOUNDEU","REC_ID","Record ID","","Excluded","",""
"FOUNDEU","SITE_APRV","Date site approved the data","","Excluded","",""
"ICFLOG","AMENDNOC","Amendment Number (char)","","Excluded","",""
"ICFLOG","CONSNTDT","Informed consent date","Replaced by INFODT in ICFLOG","Replaced","ICFLOG","INFODT"
"ICFLOG","DNASHR","Consent to share DNA/RNA","Replaced by RECNT in ICFLOG","Replaced","ICFLOG","RECNT"
"ICFLOG","DTASMSHR","Consent to share data/samples","Replaced by RECNT in ICFLOG","Replaced","ICFLOG","RECNT"
"ICFLOG","FUTCNTCT","Consent for future contact","Replaced by RECNT in ICFLOG","Replaced","ICFLOG","RECNT"
"ICFLOG","F_STATUS","Data status: Verified, Secured or Locked","","Excluded","",""
"ICFLOG","ICFEND","End of Study ICF","","Excluded","",""
"ICFLOG","ICFIAMND","ICF Amendment","Replaced by ICFRSN=1 in ICFLOG","Replaced","ICFLOG","ICFRSN"
"ICFLOG","ICFINIT","Participant initial ICF","Replaced by ICFRSN=1 in ICFLOG","Replaced","ICFLOG","ICFRSN"
"ICFLOG","ICFPAMND","Protocol Amendment","","Excluded","",""
"ICFLOG","ICFPRTCH","Participant initiated changes","","Excluded","",""
"ICFLOG","ICFPRVIS","ICF completed per visit","","Excluded","",""
"ICFLOG","ICFSXFR","Reconsented due to site transfer","Replaced by ICFRSN=3 in ICFLOG","Replaced","ICFLOG","ICFRSN"
"ICFLOG","SITE_APRV","Date site approved the data","","Excluded","",""
"NUPDRS3","ANNUAL_TIME_BTW_DOSE_NUPDRS","","Replaced by HRPOSTMED in NUPDRS3TRT","Replaced","NUPDRS3TRT","HRPOSTMED"
"NUPDRS3","DBS_STATUS","0 = OFF, 1 = ON","Replaced by DBSYN in NUPDRS3TRT","Replaced","NUPDRS3TRT","DBSYN"
"NUPDRS3A","ANNUAL_TIME_BTW_DOSE_NUP","Hours between dose and NUPDRS (max 99)","","Excluded","",""
"NUPDRS3A","CNO","Center Number","","Excluded","",""
"NUPDRS3A","DBS_STATUS","0 = OFF, 1 = ON","","Excluded","",""
"NUPDRS3A","DYSKIRAT","3.20 Did movements interfere with rating","","Excluded","",""
"NUPDRS3A","DYSKPRES","3.19 Were dyskinesias present","","Excluded","",""
"NUPDRS3A","EVENT_ID","Event Name","","Excluded","",""
"NUPDRS3A","EXAMTM","Time Part III was administered","","Excluded","",""
"NUPDRS3A","F_STATUS","Data status: Verified, Secured or Locked","","Excluded","",""
"NUPDRS3A","INFODT","Event Date","","Excluded","",""
"NUPDRS3A","LAST_UPDATE","Date of most recent update to record","","Excluded","",""
"NUPDRS3A","NHY","3.21 Hoehn and Yahr Stage","","Excluded","",""
"NUPDRS3A","NP3BRADY","3.14 Global spontaneity of movement","","Excluded","",""
"NUPDRS3A","NP3FACXP","3.2 Facial expression","","Excluded","",""
"NUPDRS3A","NP3FRZGT","3.11 Freezing of gait","","Excluded","",""
"NUPDRS3A","NP3FTAPL","3.4b Finger Tapping Left Hand","","Excluded","",""
"NUPDRS3A","NP3FTAPR","3.4a Finger Tapping Right Hand","","Excluded","",""
"NUPDRS3A","NP3GAIT","3.10 Gait","","Excluded","",""
"NUPDRS3A","NP3HMOVL","3.5b Hand movements - Left Hand","","Excluded","",""
"NUPDRS3A","NP3HMOVR","3.5a Hand movements - Right Hand","","Excluded","",""
"NUPDRS3A","NP3KTRML","3.16b Kinetic tremor - Left hand","","Excluded","",""
"NUPDRS3A","NP3KTRMR","3.16a Kinetic tremor - Right hand","","Excluded","",""
"NUPDRS3A","NP3LGAGL","3.8b Leg agility - Left leg","","Excluded","",""
"NUPDRS3A","NP3LGAGR","3.8a Leg agility - Right leg","","Excluded","",""
"NUPDRS3A","NP3POSTR","3.13 Posture","","Excluded","",""
"NUPDRS3A","NP3PRSPL","3.6b Pronation-Supination - Left Hand","","Excluded","",""
"NUPDRS3A","NP3PRSPR","3.6a Pronation-Supination - Right Hand","","Excluded","",""
"NUPDRS3A","NP3PSTBL","3.12 Postural stability","","Excluded","",""
"NUPDRS3A","NP3PTRML","3.15b Postural tremor - Left hand","","Excluded","",""
"NUPDRS3A","NP3PTRMR","3.15a Postural tremor - Right Hand","","Excluded","",""
"NUPDRS3A","NP3RIGLL","3.3e Rigidity - LLE","","Excluded","",""
"NUPDRS3A","NP3RIGLU","3.3c Rigidity - LUE","","Excluded","",""
"NUPDRS3A","NP3RIGN","3.3a Rigidity - Neck","","Excluded","",""
"NUPDRS3A","NP3RIGRU","3.3b Rigidity - RUE","","Excluded","",""
"NUPDRS3A","NP3RISNG","3.9 Arising from chair","","Excluded","",""
"NUPDRS3A","NP3RTALJ","3.17e Rest tremor amplitude - Lip/jaw","","Excluded","",""
"NUPDRS3A","NP3RTALL","3.17d Rest tremor amplitude - LLE","","Excluded","",""
"NUPDRS3A","NP3RTALU","3.17b Rest tremor amplitude - LUE","","Excluded","",""
"NUPDRS3A","NP3RTARL","3.17c Rest tremor amplitude - RLE","","Excluded","",""
"NUPDRS3A","NP3RTARU","3.17a Rest tremor amplitude - RUE","","Excluded","",""
"NUPDRS3A","NP3RTCON","3.18 Constancy of rest","","Excluded","",""
"NUPDRS3A","NP3SPCH","3.1 Speech","","Excluded","",""
"NUPDRS3A","NP3TTAPL","3.7b Toe tapping - Left foot","","Excluded","",""
"NUPDRS3A","NP3TTAPR","3.7a Toe tapping - Right foot","","Excluded","",""
"NUPDRS3A","ON_OFF_DOSE","PD Med None="" "",>=6 hr or PDSTATE OFF and >=3 hr=""1"",<6 hr=""2""","","Excluded","",""
"NUPDRS3A","ORIG_ENTRY","Date of original data entry","","Excluded","",""
"NUPDRS3A","PAG_NAME","Page Name","","Excluded","",""
"NUPDRS3A","PATNO","Patient Number","","Excluded","",""
"NUPDRS3A","PDMEDDT","Date of most recent PD med dose","","Excluded","",""
"NUPDRS3A","PDMEDTM","Time of most recent PD med dose","","Excluded","",""
"NUPDRS3A","PDSTATE","Subject's PD state during examination","","Excluded","",""
"NUPDRS3A","PD_MED_USE","0=No,1=Lv,2=Ag,3=Oth,4=1+3,5=1+2,6=2+3,7=1+2+3","","Excluded","",""
"NUPDRS3A","PN3RIGRL","3.3d Rigidity - RLE","","Excluded","",""
"NUPDRS3A","QUERY","Any open/pending queries on this record","","Excluded","",""
"NUPDRS3A","REC_ID","Record ID","","Excluded","",""
"NUPDRS3A","SITE_APRV","Date site approved the data","","Excluded","",""
"NUPDRS3A","STAFFCD","Examiner","","Excluded","",""
"PDMEDUSB","CNO","Center Number","","Excluded","",""
"PDMEDUSB","COMM","Comments","","Excluded","",""
"PDMEDUSB","EVENT_ID","Event Name","","Excluded","",""
"PDMEDUSB","F_STATUS","Data status: Verified, Secured or Locked","","Excluded","",""
"PDMEDUSB","INFODT","Event Date","","Excluded","",""
"PDMEDUSB","LAST_UPDATE","Date of most recent update to record","","Excluded","",""
"PDMEDUSB","NOUNFRSN","Reason UPDRS not done in ON and OFF","","Excluded","",""
"PDMEDUSB","NUPDWPRF","Which MDS-UPDRS exam performed","","Excluded","",""
"PDMEDUSB","NUPOSMAS","MDS-UPDRS I,II,IV same time as","","Excluded","",""
"PDMEDUSB","ONDOPAG","Is subject taking a Dopamine Agonist","","Excluded","",""
"PDMEDUSB","ONLDOPA","Is subject taking Levodopa","","Excluded","",""
"PDMEDUSB","ONOTHER","Is subject taking some other medication","","Excluded","",""
"PDMEDUSB","ORIG_ENTRY","Date of original data entry","","Excluded","",""
"PDMEDUSB","PAG_NAME","Page Name","","Excluded","",""
"PDMEDUSB","PATNO","Patient Number","","Excluded","",""
"PDMEDUSB","PDMEDYN","Is subject on meds for PD","","Excluded","",""
"PDMEDUSB","QUERY","Any open/pending queries on this record","","Excluded","",""
"PDMEDUSB","REC_ID","Record ID","","Excluded","",""
"PDMEDUSB","SITE_APRV","Date site approved the data","","Excluded","",""
"WRSNSAE","AEACTDEV","Action taken with study device","","Excluded","",""
"WRSNSAE","AEACTDRT","Action - device returned","","Excluded","",""
"WRSNSAE","AEACTNON","Action/Treatment - None","","Excluded","",""
"WRSNSAE","AEACTOTR","Action - other treatment required","","Excluded","",""
"WRSNSAE","AEACTWDS","Action - perm wearable study discontinue","","Excluded","",""
"WRSNSAE","AEOUT8","AE Primary Outcome   v8","","Excluded","",""
"WRSNSAE","AERELDEV","Related to study device","","Excluded","",""
"WRSNSAE","AERELDV","Related to study device-alt version","","Excluded","",""
"WRSNSAE","AESEQ","AE#","","Excluded","",""
"WRSNSAE","AESEVER","Severity","","Excluded","",""
"WRSNSAE","AETERM","Adverse Event","","Excluded","",""
"WRSNSAE","CNO","Center Number","","Excluded","",""
"WRSNSAE","COMM","Comments","","Excluded","",""
"WRSNSAE","EVENT_ID","Event Name","","Excluded","",""
"WRSNSAE","F_STATUS","Data status: Verified, Secured or Locked","","Excluded","",""
"WRSNSAE","HLGTNAME","High Level Group Term","","Excluded","",""
"WRSNSAE","HLT_NAME","High Level Term","","Excluded","",""
"WRSNSAE","INFODT","Event Date","","Excluded","",""
"WRSNSAE","LAST_UPDATE","Date of most recent update to record","","Excluded","",""
"WRSNSAE","LLT_NAME","Low Level Term","","Excluded","",""
"WRSNSAE","ORIG_ENTRY","Date of original data entry","","Excluded","",""
"WRSNSAE","PAG_NAME","Page Name","","Excluded","",""
"WRSNSAE","PATNO","Patient Number","","Excluded","",""
"WRSNSAE","PT_CODE","Preferred Term Code","","Excluded","",""
"WRSNSAE","PT_NAME","Preferred Term Name","","Excluded","",""
"WRSNSAE","QUERY","Any open/pending queries on this record","","Excluded","",""
"WRSNSAE","REC_ID","Record ID","","Excluded","",""
"WRSNSAE","SAE","SAE","","Excluded","",""
"WRSNSAE","SITE_APRV","Date site approved the data","","Excluded","",""
"WRSNSAE","SOCABBR1","System Organ Class 1","","Excluded","",""
"WRSNSAE","STARTDT","Start Date","","Excluded","",""
"WRSNSAE","STARTEST","Start Date Estimation","","Excluded","",""
"WRSNSAE","STOPDT","Stop Date","","Excluded","",""
"WRSNSAE","STOPEST","Stop Date Estimation","","Excluded","",""
"WRSNSAE","UADE","Unexpected Adverse Device Effect","","Excluded","",""
"WRSNSAE","VERBATIM","Verbatim Term","","Excluded","",""
"WRSNSAE","VMEDDRA","MedDRA Version","","Excluded","",""
"WRSNSCNL","CNCLSTAT","Conclusion - subject status","","Excluded","",""
"WRSNSCNL","CNO","Center Number","","Excluded","",""
"WRSNSCNL","EVENT_ID","Event Name","","Excluded","",""
"WRSNSCNL","F_STATUS","Data status: Verified, Secured or Locked","","Excluded","",""
"WRSNSCNL","INFODT","Event Date","","Excluded","",""
"WRSNSCNL","LAST_UPDATE","Date of most recent update to record","","Excluded","",""
"WRSNSCNL","ORIG_ENTRY","Date of original data entry","","Excluded","",""
"WRSNSCNL","PAG_NAME","Page Name","","Excluded","",""
"WRSNSCNL","PATNO","Patient Number","","Excluded","",""
"WRSNSCNL","QUERY","Any open/pending queries on this record","","Excluded","",""
"WRSNSCNL","REC_ID","Record ID","","Excluded","",""
"WRSNSCNL","SITE_APRV","Date site approved the data","","Excluded","",""
"WRSNSCNL","WDDT","Withdrawal date","","Excluded","",""
"WRSNSCNL","WDRSN5","Reason for withdrawal (alternate list 5)","","Excluded","",""
"WRSNSCNL","WDRSNCM","Withdrawal comment","","Excluded","",""
"GAIT","EVENT_ID","Event Name","Replaced by VISNO in GAIT_OPALS","Replaced","GAIT_OPALS","VISNO"
"GAIT","SP__DT","Dual task speed walking (m/sec)","Replaced by SP_DT in GAIT_OPALS","Replaced","GAIT_OPALS","SP_DT"
"ind_av133_metadata","11a_rs_mri","resting state mr","Never included in ind_av133_metadata dataset in prior EDC","Excluded","",""
"ind_av133_metadata","11_scan_acquisition_date_mr","scan acquisition date","Never included in ind_av133_metadata dataset in prior EDC","Excluded","",""
"ind_av133_metadata","12_scan_quality_rating_mr","scan quality rating","Never included in ind_av133_metadata dataset in prior EDC","Excluded","",""
"ind_av133_metadata","13_dti_sequences","dti sequences","Never included in ind_av133_metadata dataset in prior EDC","Excluded","",""
"ind_av133_metadata","batch_number","Batch Number","Replaced by PET_BATCH_NUMBER in PET_ACQUISITION","Replaced","PET_ACQUISITION","PET_BATCH_NUMBER"
"ind_av133_metadata","camera","Camera","Replaced by PET_SCANNER in PET_ACQUISITION","Replaced","PET_ACQUISITION","PET_SCANNER"
"ind_av133_metadata","emiss_one_file_name","50Min. Emission File Name","","Excluded","",""
"ind_av133_metadata","emiss_one_start_time_hh","50Min. Emission Start Time Hour","","Excluded","",""
"ind_av133_metadata","emiss_one_start_time_mm","50Min. Emission Start Time Minute","","Excluded","",""
"ind_av133_metadata","emiss_two_file_name","80Min. Emission File Name","","Excluded","",""
"ind_av133_metadata","emiss_two_start_time_hh","80Min. Emission Start Time Hour","Replaced by PET_EMISS_SCAN_START_TIME in PET_ACQUISITION","Replaced","PET_ACQUISITION","PET_EMISS_SCAN_START_TIME"
"ind_av133_metadata","emiss_two_start_time_mm","80Min. Emission Start Time Minute","Replaced by PET_EMISS_SCAN_START_TIME in PET_ACQUISITION","Replaced","PET_ACQUISITION","PET_EMISS_SCAN_START_TIME"
"ind_av133_metadata","EVENT_ID","Event Name","Replaced by EVENT_ID in PET_ACQUISITION","Replaced","PET_ACQUISITION","EVENT_ID"
"ind_av133_metadata","expiration_date","Expiration Date","Replaced by PET_EXPIRATION_DATE in PET_ACQUISITION","Replaced","PET_ACQUISITION","PET_EXPIRATION_DATE"
"ind_av133_metadata","expiration_time","Expiration Time","Replaced by PET_EXPIRATION_TIME in PET_ACQUISITION","Replaced","PET_ACQUISITION","PET_EXPIRATION_TIME"
"ind_av133_metadata","initial_activity_converted","Initial Activity Converted to MBq","","Excluded","",""
"ind_av133_metadata","initial_activity_time_hh","Activity in Syringe Measured Time Hour","","Excluded","",""
"ind_av133_metadata","initial_activity_time_mm","Activity in Syringe Measured Time Minute","","Excluded","",""
"ind_av133_metadata","injection_site","Site of Injection","Replaced by PET_INJECTION_SITE in PET_ACQUISITION","Replaced","PET_ACQUISITION","PET_INJECTION_SITE"
"ind_av133_metadata","injection_time_hh","Injection Time Hour","Replaced by PET_INJECTION_TIME in PET_ACQUISITION","Replaced","PET_ACQUISITION","PET_INJECTION_TIME"
"ind_av133_metadata","injection_time_mm","Injection Time Minute","Replaced by PET_INJECTION_TIME in PET_ACQUISITION","Replaced","PET_ACQUISITION","PET_INJECTION_TIME"
"ind_av133_metadata","injection_volume","Volume of Injection","Replaced by PET_INJECTION_VOLUME in PET_ACQUISITION","Replaced","PET_ACQUISITION","PET_INJECTION_VOLUME"
"ind_av133_metadata","injection_volume_unit","Injection Volume Unit","Replaced by PET_INJECTION_VOLUME_UNIT in PET_ACQUISITION","Replaced","PET_ACQUISITION","PET_INJECTION_VOLUME_UNIT"
"ind_av133_metadata","ligand","Radiopharmaceutical","Replaced by PET_LIGAND in PET_ACQUISITION","Replaced","PET_ACQUISITION","PET_LIGAND"
"ind_av133_metadata","pass_qc","Passed QC","Replaced by PET_PASS_QC in PET_ACQUISITION","Replaced","PET_ACQUISITION","PET_PASS_QC"
"ind_av133_metadata","PATNO","Patient ID","Replaced by PATNO in PET_ACQUISITION","Replaced","PET_ACQUISITION","PATNO"
"ind_av133_metadata","pet_image_acceptable","Is PET Scan Acceptable for Submission to Image Database?","Replaced by PET_IMAGE_ACCEPTABLE in PET_ACQUISITION","Replaced","PET_ACQUISITION","PET_IMAGE_ACCEPTABLE"
"ind_av133_metadata","protocol_id","Protocol ID","","Excluded","",""
"ind_av133_metadata","residual_activity_converted","Residual Activity Converted to MBq","","Excluded","",""
"ind_av133_metadata","residual_activity_time_hh","Residual Activity Measured Time Hour","","Excluded","",""
"ind_av133_metadata","residual_activity_time_mm","Residual Activity Measured Time Minute","","Excluded","",""
"ind_av133_metadata","scan_date","Scan Acquisition Date","Replaced by PET_SCAN_DATE in PET_ACQUISITION","Replaced","PET_ACQUISITION","PET_SCAN_DATE"
"ind_av133_metadata","scan_quality_rating_pet","PET Scan Quality Rating","Replaced by PET_SCAN_QUALITY_RATING in PET_ACQUISITION","Replaced","PET_ACQUISITION","PET_SCAN_QUALITY_RATING"
"ind_av133_metadata","total_dose_calc","Total Dose Calculation to MBq","Replaced by PET_TOTAL_DOSE_CALC in PET_ACQUISITION","Replaced","PET_ACQUISITION","PET_TOTAL_DOSE_CALC"
"ind_av133_metadata","trans_one_file_name","50Min. Transmission File Name","","Excluded","",""
"ind_av133_metadata","trans_one_start_time_hh","50Min. Transmission Start Time Hour","","Excluded","",""
"ind_av133_metadata","trans_one_start_time_mm","50Min. Transmission Start Time Minute","","Excluded","",""
"ind_av133_metadata","trans_two_file_name","80Min. Transmission File Name","","Excluded","",""
"ind_av133_metadata","trans_two_start_time_hh","80Min. Transmission Start Time Hour","","Excluded","",""
"ind_av133_metadata","trans_two_start_time_mm","80Min. Transmission Start Time Minute","","Excluded","",""
"ind_av133_metadata","weight","Weight","Replaced by PET_WEIGHT in PET_ACQUISITION","Replaced","PET_ACQUISITION","PET_WEIGHT"
"ind_av133_metadata","weight_unit","Weight Unit","Replaced by PET_WEIGHT_UNIT in PET_ACQUISITION","Replaced","PET_ACQUISITION","PET_WEIGHT_UNIT"
"ind_av133_sbr","LCAUD-S","SBR OccipUnited of the LCAUD-S","Replaced by PET_LCAUD_S in PET_SBR","Replaced","PET_SBR","PET_LCAUD_S"
"ind_av133_sbr","LPUTANT-S","SBR OccipUnited of the LPUTANT-S","Replaced by PET_LPUTANT_S in PET_SBR","Replaced","PET_SBR","PET_LPUTANT_S"
"ind_av133_sbr","LPUTPOST-S","SBR OccipUnited of the LPUTPOST-S","Replaced by PET_LPUTPOST_S in PET_SBR","Replaced","PET_SBR","PET_LPUTPOST_S"
"ind_av133_sbr","RCAUD-S","SBR OccipUnited of the RCAUD-S","Replaced by PET_RCAUD_S in PET_SBR","Replaced","PET_SBR","PET_RCAUD_S"
"ind_av133_sbr","RPUTANT-S","SBR OccipUnited of the RPUTANT-S","Replaced by PET_RPUTANT_S in PET_SBR","Replaced","PET_SBR","PET_RPUTANT_S"
"ind_av133_sbr","RPUTPOST-S","SBR OccipUnited of the RPUTPOST-S","Replaced by PET_RPUTPOST_S in PET_SBR","Replaced","PET_SBR","PET_RPUTPOST_S"
"ind_av133_sbr","SCAN_DATE","Scan Acquisition Date","Replaced by PET_SCAN_DATE in PET_SBR","Replaced","PET_SBR","PET_SCAN_DATE"
"ind_av133_sbr","SUBJECT_NUMBER","Subject ID","Replaced by PATNO in PET_SBR","Replaced","PET_SBR","PATNO"
"ind_av133_sbr","TIMEPOINT","Imaging Time point","","Excluded","",""
"ind_av133_sbr","VISIT_NUMBER","Scan Number","Replaced by EVENT_ID in PET_SBR","Replaced","PET_SBR","EVENT_ID"
"ind_dat_source_data","03_visit_number_E1_C2","Visit number scan was acquired on.","Replaced by EVENT_ID in DATSCAN_ACQUISITION","Replaced","DATSCAN_ACQUISITION","EVENT_ID"
"ind_dat_source_data","04_scan_acquisition_date_spect_E1_C2 ","","Replaced by DATSCAN_DATE in DATSCAN_ACQUISITION","Replaced","DATSCAN_ACQUISITION","DATSCAN_DATE"
